Masterfile_position,Block,Garden,Garden_Block,Year,SnowMeltDOY,Elev,GDD_nosnow,CWD_snow_min,GS_length,FDD_early,treat
1010,22,PeanutMine,PM_22seed,2015,89,2710,3513.191252,-398,163,31.70408077,removal
1011,22,PeanutMine,PM_22seed,2016,101,2710,3456.48214,-472.4,110,0.802578514,removal
1012,22,PeanutMine,PM_22seed,2017,102,2710,3429.735133,-532.2,85,10.00964996,removal
1013,22,PeanutMine,PM_22seed,2018,92,2710,3612.155788,-694,89,28.9922655,removal
1014,22,PeanutMine,PM_22seed,2019,96,2710,3272.107457,-570.4,126,20.38111097,removal
1015,22,PeanutMine,PM_22seed,2020,101,2710,3663.393399,-671.7,84,31.89908095,removal
1016,22,PeanutMine,PM_22seed,2021,97,2710,3562.40609,-515.1,95,25.14878495,removal
1017,22,PeanutMine,PM_22seed,2022,111,2710,3552.487531,-496.2,89,10.25409104,removal
1018,23,PeanutMine,PM_23seed,2014,120.7078773,2710,3450.179233,-448.6,73.29212272,12.4958744,control
1019,23,PeanutMine,PM_23seed,2015,89,2710,3513.191252,-393.3,156,19.78592588,control
1020,23,PeanutMine,PM_23seed,2016,104,2710,3456.48214,-468.1,107,1.344847243,control
1021,23,PeanutMine,PM_23seed,2017,112,2710,3429.735133,-522.3,75,7.511761585,control
1022,23,PeanutMine,PM_23seed,2018,107,2710,3612.155788,-699.3,74,11.95085901,control
1023,23,PeanutMine,PM_23seed,2019,128,2710,3272.107457,-594.6,94,2.722326067,control
1024,23,PeanutMine,PM_23seed,2020,118,2710,3663.393399,-709.7,67,0.278946507,control
1025,23,PeanutMine,PM_23seed,2021,105,2710,3562.40609,-492.7,87,21.82167309,control
1026,23,PeanutMine,PM_23seed,2022,120,2710,3552.487531,-492.7,80,0,control
1027,24,PeanutMine,PM_24seed,2014,110.0885936,2710,3450.179233,-451.8,83.91140638,19.24466547,removal
1028,24,PeanutMine,PM_24seed,2015,89,2710,3513.191252,-398,163,31.70408077,removal
1029,24,PeanutMine,PM_24seed,2016,99,2710,3456.48214,-473.7,112,0.802578514,removal
1030,24,PeanutMine,PM_24seed,2017,102,2710,3429.735133,-532.2,85,10.00964996,removal
1031,24,PeanutMine,PM_24seed,2018,92,2710,3612.155788,-694,89,28.9922655,removal
1032,24,PeanutMine,PM_24seed,2019,109,2710,3272.107457,-578.9,113,3.935142599,removal
1033,24,PeanutMine,PM_24seed,2020,99,2710,3663.393399,-671.4,86,31.89908095,removal
1034,24,PeanutMine,PM_24seed,2021,96,2710,3562.40609,-517.9,96,25.14878495,removal
1035,24,PeanutMine,PM_24seed,2022,111,2710,3552.487531,-496.2,89,10.25409104,removal
1036,25,PeanutMine,PM_25seed,2014,120.936249,2710,3450.179233,-448.6,73.06375103,12.4958744,control
1037,25,PeanutMine,PM_25seed,2015,98,2710,3513.191252,-393.3,156,19.78592588,control
1038,25,PeanutMine,PM_25seed,2016,105,2710,3456.48214,-464.9,106,1.344847243,control
1039,25,PeanutMine,PM_25seed,2017,112,2710,3429.735133,-522.3,75,7.511761585,control
1040,25,PeanutMine,PM_25seed,2018,107,2710,3612.155788,-699.3,74,11.95085901,control
1041,25,PeanutMine,PM_25seed,2019,128,2710,3272.107457,-594.6,94,2.722326067,control
1042,25,PeanutMine,PM_25seed,2020,119,2710,3663.393399,-705.4,66,0.278946507,control
1043,25,PeanutMine,PM_25seed,2021,105,2710,3562.40609,-492.7,87,21.82167309,control
1044,25,PeanutMine,PM_25seed,2022,120,2710,3552.487531,-492.7,80,0,control
1045,26,PeanutMine,PM_26seed,2014,109.6318502,2710,3450.179233,-455.1,84.36814976,19.24466547,removal
1046,26,PeanutMine,PM_26seed,2015,91,2710,3513.191252,-398,163,31.70408077,removal
1047,26,PeanutMine,PM_26seed,2016,105,2710,3456.48214,-464.9,106,1.344847243,removal
1048,26,PeanutMine,PM_26seed,2017,102,2710,3429.735133,-532.2,85,10.00964996,removal
1049,26,PeanutMine,PM_26seed,2018,92,2710,3612.155788,-694,89,28.9922655,removal
1050,26,PeanutMine,PM_26seed,2019,96,2710,3272.107457,-570.4,126,20.38111097,removal
1051,26,PeanutMine,PM_26seed,2020,101,2710,3663.393399,-671.7,84,31.89908095,removal
1052,26,PeanutMine,PM_26seed,2021,97,2710,3562.40609,-515.1,95,25.14878495,removal
1053,26,PeanutMine,PM_26seed,2022,111,2710,3552.487531,-496.2,89,10.25409104,removal
1054,27,PeanutMine,PM_27seed,2014,122.3064791,2710,3450.179233,-445.7,71.69352088,6.430109004,control
1055,27,PeanutMine,PM_27seed,2015,98,2710,3513.191252,-393.3,156,19.78592588,control
1056,27,PeanutMine,PM_27seed,2016,113,2710,3456.48214,-494,98,0.542268729,control
1057,27,PeanutMine,PM_27seed,2017,112,2710,3429.735133,-522.3,75,7.511761585,control
1058,27,PeanutMine,PM_27seed,2018,109,2710,3612.155788,-697.9,72,2.947823933,control
1059,27,PeanutMine,PM_27seed,2019,126,2710,3272.107457,-596.2,96,2.722326067,control
1060,27,PeanutMine,PM_27seed,2020,120,2710,3663.393399,-700.9,65,0.278946507,control
1061,27,PeanutMine,PM_27seed,2021,108,2710,3562.40609,-489.5,84,13.72707084,control
1062,27,PeanutMine,PM_27seed,2022,120,2710,3552.487531,-492.7,80,0,control
1063,28,PeanutMine,PM_28seed,2014,111.1162662,2710,3450.179233,-448.3,82.88373377,19.24466547,removal
1064,28,PeanutMine,PM_28seed,2015,89,2710,3513.191252,-398,163,31.70408077,removal
1065,28,PeanutMine,PM_28seed,2016,104,2710,3456.48214,-468.1,107,1.344847243,removal
1066,28,PeanutMine,PM_28seed,2017,102,2710,3429.735133,-532.2,85,10.00964996,removal
1067,28,PeanutMine,PM_28seed,2018,92,2710,3612.155788,-694,89,28.9922655,removal
1068,28,PeanutMine,PM_28seed,2019,110,2710,3272.107457,-576.5,112,3.935142599,removal
1069,28,PeanutMine,PM_28seed,2020,101,2710,3663.393399,-671.7,84,31.89908095,removal
1070,28,PeanutMine,PM_28seed,2021,97,2710,3562.40609,-515.1,95,25.14878495,removal
1071,28,PeanutMine,PM_28seed,2022,111,2710,3552.487531,-496.2,89,10.25409104,removal
1072,29,PeanutMine,PM_29seed,2014,121.3929924,2710,3450.179233,-447.6,72.60700764,7.314548776,control
1073,29,PeanutMine,PM_29seed,2015,98,2710,3513.191252,-393.3,156,19.78592588,control
1074,29,PeanutMine,PM_29seed,2016,106,2710,3456.48214,-474.6,105,1.344847243,control
1075,29,PeanutMine,PM_29seed,2017,112,2710,3429.735133,-522.3,75,7.511761585,control
1076,29,PeanutMine,PM_29seed,2018,108,2710,3612.155788,-696.3,73,4.543619839,control
1077,29,PeanutMine,PM_29seed,2019,126,2710,3272.107457,-596.2,96,2.722326067,control
1078,29,PeanutMine,PM_29seed,2020,120,2710,3663.393399,-700.9,65,0.278946507,control
1079,29,PeanutMine,PM_29seed,2021,108,2710,3562.40609,-489.5,84,13.72707084,control
1080,29,PeanutMine,PM_29seed,2022,120,2710,3552.487531,-492.7,80,0,control
1081,30,PeanutMine,PM_30seed,2014,109.1751069,2710,3450.179233,-455.1,84.82489315,19.24466547,removal
1082,30,PeanutMine,PM_30seed,2015,91,2710,3513.191252,-398,163,31.70408077,removal
1083,30,PeanutMine,PM_30seed,2016,101,2710,3456.48214,-472.4,110,0.802578514,removal
1084,30,PeanutMine,PM_30seed,2017,102,2710,3429.735133,-532.2,85,10.00964996,removal
1085,30,PeanutMine,PM_30seed,2018,92,2710,3612.155788,-694,89,28.9922655,removal
1086,30,PeanutMine,PM_30seed,2019,96,2710,3272.107457,-570.4,126,20.38111097,removal
1087,30,PeanutMine,PM_30seed,2020,101,2710,3663.393399,-671.7,84,31.89908095,removal
1088,30,PeanutMine,PM_30seed,2021,97,2710,3562.40609,-515.1,95,25.14878495,removal
1089,30,PeanutMine,PM_30seed,2022,111,2710,3552.487531,-496.2,89,10.25409104,removal
1090,31,PeanutMine,PM_31seed,2014,121.1646207,2710,3450.179233,-447.6,72.83537934,7.314548776,control
1091,31,PeanutMine,PM_31seed,2015,98,2710,3513.191252,-393.3,156,19.78592588,control
1092,31,PeanutMine,PM_31seed,2016,105,2710,3456.48214,-464.9,106,1.344847243,control
1093,31,PeanutMine,PM_31seed,2017,112,2710,3429.735133,-522.3,75,7.511761585,control
1094,31,PeanutMine,PM_31seed,2018,107,2710,3612.155788,-699.3,74,11.95085901,control
1095,31,PeanutMine,PM_31seed,2019,131,2710,3272.107457,-594.5,91,0.983826063,control
1096,31,PeanutMine,PM_31seed,2020,118,2710,3663.393399,-709.7,67,0.278946507,control
1097,31,PeanutMine,PM_31seed,2021,105,2710,3562.40609,-492.7,87,21.82167309,control
1098,31,PeanutMine,PM_31seed,2022,120,2710,3552.487531,-492.7,80,0,control
1099,32,PeanutMine,PM_32seed,2014,111.0020804,2710,3450.179233,-448.3,82.99791961,19.24466547,removal
1100,32,PeanutMine,PM_32seed,2015,91,2710,3513.191252,-398,163,31.70408077,removal
1101,32,PeanutMine,PM_32seed,2016,102,2710,3456.48214,-472.1,109,0.802578514,removal
1102,32,PeanutMine,PM_32seed,2017,102,2710,3429.735133,-532.2,85,10.00964996,removal
1103,32,PeanutMine,PM_32seed,2018,94,2710,3612.155788,-693.4,87,20.87700359,removal
1104,32,PeanutMine,PM_32seed,2019,109,2710,3272.107457,-578.9,113,3.935142599,removal
1105,32,PeanutMine,PM_32seed,2020,102,2710,3663.393399,-676.4,83,30.11364358,removal
1106,32,PeanutMine,PM_32seed,2021,97,2710,3562.40609,-515.1,95,25.14878495,removal
1107,32,PeanutMine,PM_32seed,2022,110,2710,3552.487531,-498.4,90,10.25409104,removal
1108,33,PeanutMine,PM_33seed,2014,117.9126078,2710,3450.179233,-443,76.08739222,16.60749703,control
1109,33,PeanutMine,PM_33seed,2015,94.76,2710,3513.191252,-399.6,159.24,22.63107545,control
1110,33,PeanutMine,PM_33seed,2016,108.12,2710,3456.48214,-483.9,102.88,0.658800588,control
1111,33,PeanutMine,PM_33seed,2017,108.44,2710,3429.735133,-517.8,78.56,10.00964996,control
1112,33,PeanutMine,PM_33seed,2018,102.48,2710,3612.155788,-712.6,78.52,17.66647311,control
1113,33,PeanutMine,PM_33seed,2019,119.44,2710,3272.107457,-594.8,102.56,4.918968662,control
1114,33,PeanutMine,PM_33seed,2020,113.12,2710,3663.393399,-706.2,71.88,0.707328614,control
1115,33,PeanutMine,PM_33seed,2021,104,2710,3562.40609,-493.5,88,21.82167309,control
1116,33,PeanutMine,PM_33seed,2022,117.16,2710,3552.487531,-503.9,82.84,2.537790874,control
1117,34,PeanutMine,PM_34seed,2014,117.9126078,2710,3450.179233,-443,76.08739222,16.60749703,removal
1118,34,PeanutMine,PM_34seed,2015,94.76,2710,3513.191252,-399.6,159.24,22.63107545,removal
1119,34,PeanutMine,PM_34seed,2016,108.12,2710,3456.48214,-483.9,102.88,0.658800588,removal
1120,34,PeanutMine,PM_34seed,2017,108.44,2710,3429.735133,-517.8,78.56,10.00964996,removal
1121,34,PeanutMine,PM_34seed,2018,102.48,2710,3612.155788,-712.6,78.52,17.66647311,removal
1122,34,PeanutMine,PM_34seed,2019,119.44,2710,3272.107457,-594.8,102.56,4.918968662,removal
1123,34,PeanutMine,PM_34seed,2020,113.12,2710,3663.393399,-706.2,71.88,0.707328614,removal
1124,34,PeanutMine,PM_34seed,2021,104,2710,3562.40609,-493.5,88,21.82167309,removal
1125,34,PeanutMine,PM_34seed,2022,117.16,2710,3552.487531,-503.9,82.84,2.537790874,removal
1126,35,PeanutMine,PM_35seed,2014,117.9126078,2710,3450.179233,-443,76.08739222,16.60749703,control
1127,35,PeanutMine,PM_35seed,2015,94.76,2710,3513.191252,-399.6,159.24,22.63107545,control
1128,35,PeanutMine,PM_35seed,2016,108.12,2710,3456.48214,-483.9,102.88,0.658800588,control
1129,35,PeanutMine,PM_35seed,2017,108.44,2710,3429.735133,-517.8,78.56,10.00964996,control
1130,35,PeanutMine,PM_35seed,2018,102.48,2710,3612.155788,-712.6,78.52,17.66647311,control
1131,35,PeanutMine,PM_35seed,2019,119.44,2710,3272.107457,-594.8,102.56,4.918968662,control
1132,35,PeanutMine,PM_35seed,2020,113.12,2710,3663.393399,-706.2,71.88,0.707328614,control
1133,35,PeanutMine,PM_35seed,2021,104,2710,3562.40609,-493.5,88,21.82167309,control
1134,35,PeanutMine,PM_35seed,2022,117.16,2710,3552.487531,-503.9,82.84,2.537790874,control
1135,36,PeanutMine,PM_36seed,2014,117.9126078,2710,3450.179233,-443,76.08739222,16.60749703,removal
1136,36,PeanutMine,PM_36seed,2015,94.76,2710,3513.191252,-399.6,159.24,22.63107545,removal
1137,36,PeanutMine,PM_36seed,2016,108.12,2710,3456.48214,-483.9,102.88,0.658800588,removal
1138,36,PeanutMine,PM_36seed,2017,108.44,2710,3429.735133,-517.8,78.56,10.00964996,removal
1139,36,PeanutMine,PM_36seed,2018,102.48,2710,3612.155788,-712.6,78.52,17.66647311,removal
1140,36,PeanutMine,PM_36seed,2019,119.44,2710,3272.107457,-594.8,102.56,4.918968662,removal
1141,36,PeanutMine,PM_36seed,2020,113.12,2710,3663.393399,-706.2,71.88,0.707328614,removal
1142,36,PeanutMine,PM_36seed,2021,104,2710,3562.40609,-493.5,88,21.82167309,removal
1143,36,PeanutMine,PM_36seed,2022,117.16,2710,3552.487531,-503.9,82.84,2.537790874,removal
1144,37,PeanutMine,PM_37seed,2014,117.9126078,2710,3450.179233,-443,76.08739222,16.60749703,control
1145,37,PeanutMine,PM_37seed,2015,94.76,2710,3513.191252,-399.6,159.24,22.63107545,control
1146,37,PeanutMine,PM_37seed,2016,108.12,2710,3456.48214,-483.9,102.88,0.658800588,control
1147,37,PeanutMine,PM_37seed,2017,108.44,2710,3429.735133,-517.8,78.56,10.00964996,control
1148,37,PeanutMine,PM_37seed,2018,102.48,2710,3612.155788,-712.6,78.52,17.66647311,control
1149,37,PeanutMine,PM_37seed,2019,119.44,2710,3272.107457,-594.8,102.56,4.918968662,control
1150,37,PeanutMine,PM_37seed,2020,113.12,2710,3663.393399,-706.2,71.88,0.707328614,control
1151,37,PeanutMine,PM_37seed,2021,104,2710,3562.40609,-493.5,88,21.82167309,control
1152,37,PeanutMine,PM_37seed,2022,117.16,2710,3552.487531,-503.9,82.84,2.537790874,control
1153,38,PeanutMine,PM_38seed,2014,117.9126078,2710,3450.179233,-443,76.08739222,16.60749703,removal
1154,38,PeanutMine,PM_38seed,2015,94.76,2710,3513.191252,-399.6,159.24,22.63107545,removal
1155,38,PeanutMine,PM_38seed,2016,108.12,2710,3456.48214,-483.9,102.88,0.658800588,removal
1156,38,PeanutMine,PM_38seed,2017,108.44,2710,3429.735133,-517.8,78.56,10.00964996,removal
1157,38,PeanutMine,PM_38seed,2018,102.48,2710,3612.155788,-712.6,78.52,17.66647311,removal
1158,38,PeanutMine,PM_38seed,2019,119.44,2710,3272.107457,-594.8,102.56,4.918968662,removal
1159,38,PeanutMine,PM_38seed,2020,113.12,2710,3663.393399,-706.2,71.88,0.707328614,removal
1160,38,PeanutMine,PM_38seed,2021,104,2710,3562.40609,-493.5,88,21.82167309,removal
1161,38,PeanutMine,PM_38seed,2022,117.16,2710,3552.487531,-503.9,82.84,2.537790874,removal
1162,39,PeanutMine,PM_39seed,2014,117.9126078,2710,3450.179233,-443,76.08739222,16.60749703,control
1163,39,PeanutMine,PM_39seed,2015,94.76,2710,3513.191252,-399.6,159.24,22.63107545,control
1164,39,PeanutMine,PM_39seed,2016,108.12,2710,3456.48214,-483.9,102.88,0.658800588,control
1165,39,PeanutMine,PM_39seed,2017,108.44,2710,3429.735133,-517.8,78.56,10.00964996,control
1166,39,PeanutMine,PM_39seed,2018,102.48,2710,3612.155788,-712.6,78.52,17.66647311,control
1167,39,PeanutMine,PM_39seed,2019,119.44,2710,3272.107457,-594.8,102.56,4.918968662,control
1168,39,PeanutMine,PM_39seed,2020,113.12,2710,3663.393399,-706.2,71.88,0.707328614,control
1169,39,PeanutMine,PM_39seed,2021,104,2710,3562.40609,-493.5,88,21.82167309,control
1170,39,PeanutMine,PM_39seed,2022,117.16,2710,3552.487531,-503.9,82.84,2.537790874,control
1171,40,PeanutMine,PM_40seed,2014,117.9126078,2710,3450.179233,-443,76.08739222,16.60749703,removal
1172,40,PeanutMine,PM_40seed,2015,94.76,2710,3513.191252,-399.6,159.24,22.63107545,removal
1173,40,PeanutMine,PM_40seed,2016,108.12,2710,3456.48214,-483.9,102.88,0.658800588,removal
1174,40,PeanutMine,PM_40seed,2017,108.44,2710,3429.735133,-517.8,78.56,10.00964996,removal
1175,40,PeanutMine,PM_40seed,2018,102.48,2710,3612.155788,-712.6,78.52,17.66647311,removal
1176,40,PeanutMine,PM_40seed,2019,119.44,2710,3272.107457,-594.8,102.56,4.918968662,removal
1177,40,PeanutMine,PM_40seed,2020,113.12,2710,3663.393399,-706.2,71.88,0.707328614,removal
1178,40,PeanutMine,PM_40seed,2021,104,2710,3562.40609,-493.5,88,21.82167309,removal
1179,40,PeanutMine,PM_40seed,2022,117.16,2710,3552.487531,-503.9,82.84,2.537790874,removal
1180,41,PeanutMine,PM_41seed,2014,117.9126078,2710,3450.179233,-443,76.08739222,16.60749703,control
1181,41,PeanutMine,PM_41seed,2015,94.76,2710,3513.191252,-399.6,159.24,22.63107545,control
1182,41,PeanutMine,PM_41seed,2016,108.12,2710,3456.48214,-483.9,102.88,0.658800588,control
1183,41,PeanutMine,PM_41seed,2017,108.44,2710,3429.735133,-517.8,78.56,10.00964996,control
1184,41,PeanutMine,PM_41seed,2018,102.48,2710,3612.155788,-712.6,78.52,17.66647311,control
1185,41,PeanutMine,PM_41seed,2019,119.44,2710,3272.107457,-594.8,102.56,4.918968662,control
1186,41,PeanutMine,PM_41seed,2020,113.12,2710,3663.393399,-706.2,71.88,0.707328614,control
1187,41,PeanutMine,PM_41seed,2021,104,2710,3562.40609,-493.5,88,21.82167309,control
1188,41,PeanutMine,PM_41seed,2022,117.16,2710,3552.487531,-503.9,82.84,2.537790874,control
1189,42,PeanutMine,PM_42seed,2014,117.9126078,2710,3450.179233,-443,76.08739222,16.60749703,removal
1190,42,PeanutMine,PM_42seed,2015,94.76,2710,3513.191252,-399.6,159.24,22.63107545,removal
1191,42,PeanutMine,PM_42seed,2016,108.12,2710,3456.48214,-483.9,102.88,0.658800588,removal
1192,42,PeanutMine,PM_42seed,2017,108.44,2710,3429.735133,-517.8,78.56,10.00964996,removal
1193,42,PeanutMine,PM_42seed,2018,102.48,2710,3612.155788,-712.6,78.52,17.66647311,removal
1194,42,PeanutMine,PM_42seed,2019,119.44,2710,3272.107457,-594.8,102.56,4.918968662,removal
1195,42,PeanutMine,PM_42seed,2020,113.12,2710,3663.393399,-706.2,71.88,0.707328614,removal
1196,42,PeanutMine,PM_42seed,2021,104,2710,3562.40609,-493.5,88,21.82167309,removal
1197,42,PeanutMine,PM_42seed,2022,117.16,2710,3552.487531,-503.9,82.84,2.537790874,removal
1198,43,PeanutMine,PM_43seed,2014,117.9126078,2710,3450.179233,-443,76.08739222,16.60749703,control
1199,43,PeanutMine,PM_43seed,2015,94.76,2710,3513.191252,-399.6,159.24,22.63107545,control
1200,43,PeanutMine,PM_43seed,2016,108.12,2710,3456.48214,-483.9,102.88,0.658800588,control
1201,43,PeanutMine,PM_43seed,2017,108.44,2710,3429.735133,-517.8,78.56,10.00964996,control
1202,43,PeanutMine,PM_43seed,2018,102.48,2710,3612.155788,-712.6,78.52,17.66647311,control
1203,43,PeanutMine,PM_43seed,2019,119.44,2710,3272.107457,-594.8,102.56,4.918968662,control
1204,43,PeanutMine,PM_43seed,2020,113.12,2710,3663.393399,-706.2,71.88,0.707328614,control
1205,43,PeanutMine,PM_43seed,2021,104,2710,3562.40609,-493.5,88,21.82167309,control
1206,43,PeanutMine,PM_43seed,2022,117.16,2710,3552.487531,-503.9,82.84,2.537790874,control
1207,44,PeanutMine,PM_44seed,2014,117.9126078,2710,3450.179233,-443,76.08739222,16.60749703,removal
1208,44,PeanutMine,PM_44seed,2015,94.76,2710,3513.191252,-399.6,159.24,22.63107545,removal
1209,44,PeanutMine,PM_44seed,2016,108.12,2710,3456.48214,-483.9,102.88,0.658800588,removal
1210,44,PeanutMine,PM_44seed,2017,108.44,2710,3429.735133,-517.8,78.56,10.00964996,removal
1211,44,PeanutMine,PM_44seed,2018,102.48,2710,3612.155788,-712.6,78.52,17.66647311,removal
1212,44,PeanutMine,PM_44seed,2019,119.44,2710,3272.107457,-594.8,102.56,4.918968662,removal
1213,44,PeanutMine,PM_44seed,2020,113.12,2710,3663.393399,-706.2,71.88,0.707328614,removal
1214,44,PeanutMine,PM_44seed,2021,104,2710,3562.40609,-493.5,88,21.82167309,removal
1215,44,PeanutMine,PM_44seed,2022,117.16,2710,3552.487531,-503.9,82.84,2.537790874,removal
1216,45,PeanutMine,PM_45seed,2014,117.9126078,2710,3450.179233,-443,76.08739222,16.60749703,control
1217,45,PeanutMine,PM_45seed,2015,94.76,2710,3513.191252,-399.6,159.24,22.63107545,control
1218,45,PeanutMine,PM_45seed,2016,108.12,2710,3456.48214,-483.9,102.88,0.658800588,control
1219,45,PeanutMine,PM_45seed,2017,108.44,2710,3429.735133,-517.8,78.56,10.00964996,control
1220,45,PeanutMine,PM_45seed,2018,102.48,2710,3612.155788,-712.6,78.52,17.66647311,control
1221,45,PeanutMine,PM_45seed,2019,119.44,2710,3272.107457,-594.8,102.56,4.918968662,control
1222,45,PeanutMine,PM_45seed,2020,113.12,2710,3663.393399,-706.2,71.88,0.707328614,control
1223,45,PeanutMine,PM_45seed,2021,104,2710,3562.40609,-493.5,88,21.82167309,control
1224,45,PeanutMine,PM_45seed,2022,117.16,2710,3552.487531,-503.9,82.84,2.537790874,control
1639,1,Gothic,G_1seed,2014,147,2890,2996.492756,-379.8,57,0,control
1640,1,Gothic,G_1seed,2015,97,2890,3062.848143,-382.5,135,0,control
1641,1,Gothic,G_1seed,2016,132,2890,2996.526488,-550.3,67,0,control
1642,1,Gothic,G_1seed,2017,143,2890,2973.5299,-516.5,43,0,control
1643,1,Gothic,G_1seed,2018,122,2890,3159.035101,-684.3,58,0,control
1644,1,Gothic,G_1seed,2019,154,2890,2865.417246,-575.4,59,0,control
1645,1,Gothic,G_1seed,2020,128,2890,3198.777656,-670.5,57,0,control
1646,1,Gothic,G_1seed,2021,125,2890,3108.451856,-488.8,69,0.849111622,control
1647,1,Gothic,G_1seed,2022,131,2890,3110.444871,-473.6,71,0,control
1648,2,Gothic,G_2seed,2014,135,2890,2996.492756,-402.8,64,0,removal
1649,2,Gothic,G_2seed,2015,92,2890,3062.848143,-380.9,165,12.82114281,removal
1650,2,Gothic,G_2seed,2016,104,2890,2996.526488,-511.7,95,0.70318579,removal
1651,2,Gothic,G_2seed,2017,134,2890,2973.5299,-518.5,52,0,removal
1652,2,Gothic,G_2seed,2018,105,2890,3159.035101,-725.4,76,11.08597489,removal
1653,2,Gothic,G_2seed,2019,132,2890,2865.417246,-607.5,81,0.244322052,removal
1654,2,Gothic,G_2seed,2020,118,2890,3198.777656,-708.5,67,0,removal
1655,2,Gothic,G_2seed,2021,115,2890,3108.451856,-503.9,74,0.849111622,removal
1656,2,Gothic,G_2seed,2022,125,2890,3110.444871,-504,77,0,removal
1657,3,Gothic,G_3seed,2014,142,2890,2996.492756,-379.8,57,0,control
1658,3,Gothic,G_3seed,2015,97,2890,3062.848143,-382.5,135,0,control
1659,3,Gothic,G_3seed,2016,134,2890,2996.526488,-544.3,65,0,control
1660,3,Gothic,G_3seed,2017,143,2890,2973.5299,-516.5,43,0,control
1661,3,Gothic,G_3seed,2018,122,2890,3159.035101,-684.3,58,0,control
1662,3,Gothic,G_3seed,2019,152,2890,2865.417246,-583,61,0,control
1663,3,Gothic,G_3seed,2020,128,2890,3198.777656,-670.5,57,0,control
1664,3,Gothic,G_3seed,2021,125,2890,3108.451856,-488.8,69,0.849111622,control
1665,3,Gothic,G_3seed,2022,131,2890,3110.444871,-473.6,71,0,control
1666,4,Gothic,G_4seed,2014,135,2890,2996.492756,-402.8,64,0,removal
1667,4,Gothic,G_4seed,2015,96,2890,3062.848143,-382,166,12.82114281,removal
1668,4,Gothic,G_4seed,2016,103,2890,2996.526488,-514.2,96,0.70318579,removal
1669,4,Gothic,G_4seed,2017,134,2890,2973.5299,-518.5,52,0,removal
1670,4,Gothic,G_4seed,2018,104,2890,3159.035101,-725.4,76,11.08597489,removal
1671,4,Gothic,G_4seed,2019,132,2890,2865.417246,-607.5,81,0.244322052,removal
1672,4,Gothic,G_4seed,2020,118,2890,3198.777656,-708.5,67,0,removal
1673,4,Gothic,G_4seed,2021,115,2890,3108.451856,-508.7,80,2.602541497,removal
1674,4,Gothic,G_4seed,2022,125,2890,3110.444871,-504,77,0,removal
1675,5,Gothic,G_5seed,2014,147,2890,2996.492756,-379.8,57,0,control
1676,5,Gothic,G_5seed,2015,121,2890,3062.848143,-382.5,135,0,control
1677,5,Gothic,G_5seed,2016,129,2890,2996.526488,-544.6,70,0,control
1678,5,Gothic,G_5seed,2017,141,2890,2973.5299,-522.2,45,0,control
1679,5,Gothic,G_5seed,2018,121,2890,3159.035101,-684.3,58,0,control
1680,5,Gothic,G_5seed,2019,153,2890,2865.417246,-579.5,60,0,control
1681,5,Gothic,G_5seed,2020,127,2890,3198.777656,-673,58,0,control
1682,5,Gothic,G_5seed,2021,124,2890,3108.451856,-503.1,73,0.849111622,control
1683,5,Gothic,G_5seed,2022,131,2890,3110.444871,-473.6,71,0,control
1684,6,Gothic,G_6seed,2014,128,2890,2996.492756,-419.6,67,0,removal
1685,6,Gothic,G_6seed,2015,90,2890,3062.848143,-380.9,165,12.82114281,removal
1686,6,Gothic,G_6seed,2016,104,2890,2996.526488,-511.7,95,0.70318579,removal
1687,6,Gothic,G_6seed,2017,134,2890,2973.5299,-518.5,52,0,removal
1688,6,Gothic,G_6seed,2018,105,2890,3159.035101,-725.4,76,11.08597489,removal
1689,6,Gothic,G_6seed,2019,132,2890,2865.417246,-607.5,81,0.244322052,removal
1690,6,Gothic,G_6seed,2020,118,2890,3198.777656,-708.5,67,0,removal
1691,6,Gothic,G_6seed,2021,115,2890,3108.451856,-503.9,74,0.849111622,removal
1692,6,Gothic,G_6seed,2022,125,2890,3110.444871,-504,77,0,removal
1693,7,Gothic,G_7seed,2014,140,2890,2996.492756,-392.9,62,0,control
1694,7,Gothic,G_7seed,2015,100,2890,3062.848143,-382.5,135,0,control
1695,7,Gothic,G_7seed,2016,133,2890,2996.526488,-547.6,66,0,control
1696,7,Gothic,G_7seed,2017,140,2890,2973.5299,-520.7,46,0,control
1697,7,Gothic,G_7seed,2018,121,2890,3159.035101,-684.3,58,0,control
1698,7,Gothic,G_7seed,2019,153,2890,2865.417246,-579.5,60,0,control
1699,7,Gothic,G_7seed,2020,127,2890,3198.777656,-673,58,0,control
1700,7,Gothic,G_7seed,2021,124,2890,3108.451856,-488.8,69,0.849111622,control
1701,7,Gothic,G_7seed,2022,131,2890,3110.444871,-473.6,71,0,control
1702,8,Gothic,G_8seed,2014,135,2890,2996.492756,-419.6,67,0,removal
1703,8,Gothic,G_8seed,2015,92,2890,3062.848143,-380.9,165,12.82114281,removal
1704,8,Gothic,G_8seed,2016,104,2890,2996.526488,-511.7,95,0.70318579,removal
1705,8,Gothic,G_8seed,2017,132,2890,2973.5299,-525.8,54,0,removal
1706,8,Gothic,G_8seed,2018,104,2890,3159.035101,-725.4,76,11.08597489,removal
1707,8,Gothic,G_8seed,2019,132,2890,2865.417246,-607.5,81,0.244322052,removal
1708,8,Gothic,G_8seed,2020,118,2890,3198.777656,-708.5,67,0,removal
